28605,1,0 - 5,1,5,46,58
28605,1,0 - 5,1,5,37,42
28605,1,5 - 10,2,10,46,34
28605,1,5 - 10,2,10,37,66
28605,1,10 - 15,3,15,46,40
28605,1,10 - 15,3,15,37,60
28605,1,15 - 20,4,20,46,50
28605,1,15 - 20,4,20,37,50
28605,1,20 - 25,5,25,46,48
28605,1,20 - 25,5,25,37,52
28605,1,25 - 30,6,30,46,46
28605,1,25 - 30,6,30,37,54
28605,1,30 - 35,7,35,46,48
28605,1,30 - 35,7,35,37,52
28605,1,35 - 40,8,40,46,62
28605,1,35 - 40,8,40,37,38
28605,1,40 - 45,9,45,46,40
28605,1,40 - 45,9,45,37,60
28605,1,40 - 45,9,45,46,42
28605,1,40 - 45,9,45,37,58
28605,2,45 - 50,10,50,46,41
28605,2,45 - 50,10,50,37,59
28605,2,50 - 55,11,55,46,33
28605,2,50 - 55,11,55,37,67
28605,2,55 - 60,12,60,46,35
28605,2,55 - 60,12,60,37,65
28605,2,60 - 65,13,65,46,49
28605,2,60 - 65,13,65,37,51
28605,2,65 - 70,14,70,46,49
28605,2,65 - 70,14,70,37,51
28605,2,70 - 75,15,75,46,46
28605,2,70 - 75,15,75,37,54
28605,2,75 - 80,16,80,46,55
28605,2,75 - 80,16,80,37,45
28605,2,80 - 85,17,85,46,53
28605,2,80 - 85,17,85,37,47
28605,2,85 - 90,18,90,46,46
28605,2,85 - 90,18,90,37,54
28605,2,85 - 90,18,90,46,44
28605,2,85 - 90,18,90,37,56
