28605,10 - 15,3,46,0,0,0,0,0,0
28605,10 - 15,3,37,1,0,0,0,0,0
28605,30 - 35,7,46,0,0,0,0,2,0
28605,30 - 35,7,37,0,0,0,0,0,0
28605,35 - 40,8,46,0,0,0,0,0,0
28605,35 - 40,8,37,1,0,0,0,0,0
28605,45 - 50,10,46,0,0,0,0,0,0
28605,45 - 50,10,37,0,1,0,0,0,0
28605,60 - 65,13,46,0,0,0,0,0,0
28605,60 - 65,13,37,1,0,0,0,0,0
28605,65 - 70,14,46,0,0,0,0,0,0
28605,65 - 70,14,37,1,1,0,0,0,0
28605,70 - 75,15,46,1,0,0,0,0,0
28605,70 - 75,15,37,0,0,0,0,0,0
28605,75 - 80,16,46,0,0,0,0,1,0
28605,75 - 80,16,37,0,0,0,0,0,0
