28605,1,0 - 5,1,5,136,0.76,0,2.32,0,0,3.08
28605,1,0 - 5,1,5,308,1.55,0,0,0,0,1.55
28605,1,0 - 5,1,5,312,0.78,0,0,0,0,0.78
28605,1,0 - 5,1,5,375,0.38,0,0,0,0,0.38
28605,1,0 - 5,1,5,376,-0.16,0,0,0,0,-0.16
28605,1,0 - 5,1,5,534,0.72,0,0,0,0,0.72
28605,1,0 - 5,1,5,556,-1.54,0,0,0,0,-1.54
28605,1,0 - 5,1,5,564,0.89,0,0,0,0,0.89
28605,1,0 - 5,1,5,743,-2.02,0,0.13,0,0,-1.89
28605,1,0 - 5,1,5,807,-2.59,0,0,0,0,-2.59
28605,1,0 - 5,1,5,823,0.66,0,0,0,0,0.66
28605,1,0 - 5,1,5,826,2.52,-1.5,1.54,0,0,2.56
28605,1,0 - 5,1,5,853,-2.7,3.88,1.3,0,0,2.48
28605,1,0 - 5,1,5,863,2.65,0,0,0,0,2.65
28605,1,0 - 5,1,5,1811,0.96,0,1.3,0,0,2.26
28605,1,0 - 5,1,5,1858,-0.11,0,0,0,0,-0.11
28605,1,0 - 5,1,5,2431,1.87,0,-7.2,0,0,-5.33
28605,1,0 - 5,1,5,4188,0.99,3.41,4,0,0,8.4
28605,1,0 - 5,1,5,4207,-1.34,0,2.21,0,0,0.87
28605,1,0 - 5,1,5,4958,1.16,0,-8.79,0,0,-7.63
28605,1,0 - 5,1,5,7669,-0.03,0,1.4,0,0,1.37
28605,1,0 - 5,1,5,9350,2.56,0,0,0,0,2.56
28605,1,0 - 5,1,5,136,0.76,0,2.32,0,,3.08
28605,1,0 - 5,1,5,308,1.55,0,0,0,,1.55
28605,1,0 - 5,1,5,312,0.78,0,0,0,,0.78
28605,1,0 - 5,1,5,375,0.38,0,0,0,,0.38
28605,1,0 - 5,1,5,376,-0.16,0,0,0,,-0.16
28605,1,0 - 5,1,5,534,0.72,0,0,0,,0.72
28605,1,0 - 5,1,5,556,-1.54,0,0,0,,-1.54
