28605,0 - 5,1,46,1
28605,0 - 5,1,37,1
28605,0 - 5,1,46,1
28605,0 - 5,1,37,1
28605,0 - 5,1,46,7
28605,0 - 5,1,37,3
28605,0 - 5,1,46,9
28605,0 - 5,1,37,12
28605,0 - 5,1,37,3
28605,0 - 5,1,46,2
28605,0 - 5,1,46,2
28605,0 - 5,1,37,1
28605,0 - 5,1,37,7
28605,0 - 5,1,46,3
28605,0 - 5,1,46,3
28605,0 - 5,1,37,3
28605,0 - 5,1,46,1
28605,0 - 5,1,46,5
28605,0 - 5,1,37,2
28605,0 - 5,1,37,1
28605,0 - 5,1,46,2
28605,0 - 5,1,37,9
28605,0 - 5,1,46,1
28605,0 - 5,1,46,4
28605,0 - 5,1,37,9
28605,0 - 5,1,46,2
28605,0 - 5,1,37,4
28605,5 - 10,2,37,2
28605,5 - 10,2,46,1
28605,5 - 10,2,37,3
28605,5 - 10,2,37,8
28605,5 - 10,2,46,3
28605,5 - 10,2,37,6
28605,5 - 10,2,46,1
28605,5 - 10,2,37,1
28605,5 - 10,2,46,1
28605,5 - 10,2,37,1
28605,5 - 10,2,37,2
28605,5 - 10,2,46,4
28605,5 - 10,2,37,9
28605,5 - 10,2,37,6
28605,5 - 10,2,46,8
28605,5 - 10,2,37,2
28605,5 - 10,2,46,5
28605,5 - 10,2,37,2
28605,5 - 10,2,37,3
28605,5 - 10,2,37,1
28605,10 - 15,3,37,2
28605,10 - 15,3,37,8
28605,10 - 15,3,46,3
28605,10 - 15,3,37,2
28605,10 - 15,3,46,2
28605,10 - 15,3,46,2
28605,10 - 15,3,37,1
28605,10 - 15,3,37,2
28605,10 - 15,3,37,10
28605,10 - 15,3,46,4
28605,10 - 15,3,37,7
28605,10 - 15,3,46,2
28605,10 - 15,3,37,2
28605,10 - 15,3,46,2
28605,10 - 15,3,46,4
28605,10 - 15,3,46,6
28605,10 - 15,3,37,8
28605,10 - 15,3,46,1
28605,10 - 15,3,46,1
28605,10 - 15,3,37,1
28605,10 - 15,3,37,1
28605,10 - 15,3,37,1
28605,15 - 20,4,46,1
28605,15 - 20,4,37,1
28605,15 - 20,4,46,4
28605,15 - 20,4,37,2
28605,15 - 20,4,46,2
28605,15 - 20,4,37,2
28605,15 - 20,4,46,5
28605,15 - 20,4,37,4
28605,15 - 20,4,46,7
28605,15 - 20,4,37,3
28605,15 - 20,4,46,3
28605,15 - 20,4,37,1
28605,15 - 20,4,46,3
28605,15 - 20,4,37,1
28605,15 - 20,4,46,2
28605,15 - 20,4,37,1
28605,15 - 20,4,37,3
28605,15 - 20,4,46,1
28605,15 - 20,4,37,3
28605,15 - 20,4,37,4
28605,15 - 20,4,46,1
28605,15 - 20,4,46,5
28605,15 - 20,4,37,5
28605,15 - 20,4,37,1
28605,15 - 20,4,37,1
28605,15 - 20,4,37,6
28605,15 - 20,4,46,1
28605,20 - 25,5,37,2
28605,20 - 25,5,46,4
28605,20 - 25,5,46,7
28605,20 - 25,5,37,1
28605,20 - 25,5,46,1
28605,20 - 25,5,37,11
28605,20 - 25,5,46,7
28605,20 - 25,5,37,8
28605,20 - 25,5,46,8
28605,20 - 25,5,37,1
28605,20 - 25,5,46,1
28605,20 - 25,5,37,11
28605,20 - 25,5,46,6
28605,20 - 25,5,46,1
28605,20 - 25,5,37,2
28605,20 - 25,5,46,2
28605,20 - 25,5,37,1
28605,20 - 25,5,37,7
28605,20 - 25,5,46,5
28605,20 - 25,5,37,5
28605,20 - 25,5,46,1
28605,20 - 25,5,46,1
28605,25 - 30,6,46,1
28605,25 - 30,6,37,4
28605,25 - 30,6,46,2
28605,25 - 30,6,37,8
28605,25 - 30,6,46,6
28605,25 - 30,6,37,3
28605,25 - 30,6,46,13
28605,25 - 30,6,37,5
28605,25 - 30,6,46,2
28605,25 - 30,6,46,3
28605,25 - 30,6,37,15
28605,25 - 30,6,46,3
28605,25 - 30,6,46,6
28605,25 - 30,6,37,4
28605,25 - 30,6,37,2
28605,25 - 30,6,37,3
28605,25 - 30,6,37,1
28605,25 - 30,6,37,1
28605,25 - 30,6,46,1
28605,25 - 30,6,46,1
28605,30 - 35,7,46,6
28605,30 - 35,7,46,2
28605,30 - 35,7,37,6
28605,30 - 35,7,46,1
28605,30 - 35,7,37,3
28605,30 - 35,7,46,1
28605,30 - 35,7,37,6
28605,30 - 35,7,46,6
28605,30 - 35,7,46,1
28605,30 - 35,7,37,2
28605,30 - 35,7,46,3
28605,30 - 35,7,46,2
28605,30 - 35,7,37,1
28605,30 - 35,7,37,1
28605,30 - 35,7,37,5
28605,30 - 35,7,37,1
28605,30 - 35,7,37,6
28605,30 - 35,7,46,3
28605,30 - 35,7,46,1
28605,30 - 35,7,46,1
28605,35 - 40,8,46,1
28605,35 - 40,8,37,2
28605,35 - 40,8,46,5
28605,35 - 40,8,37,1
28605,35 - 40,8,37,2
28605,35 - 40,8,46,2
28605,35 - 40,8,46,6
28605,35 - 40,8,37,2
28605,35 - 40,8,46,1
28605,35 - 40,8,46,2
28605,35 - 40,8,37,2
28605,35 - 40,8,46,6
28605,35 - 40,8,37,3
28605,35 - 40,8,46,3
28605,35 - 40,8,37,1
28605,35 - 40,8,46,3
28605,35 - 40,8,37,3
28605,35 - 40,8,46,3
28605,35 - 40,8,37,2
28605,35 - 40,8,37,2
28605,40 - 45,9,46,2
28605,40 - 45,9,37,5
28605,40 - 45,9,37,3
28605,40 - 45,9,46,4
28605,40 - 45,9,37,4
28605,40 - 45,9,46,1
28605,40 - 45,9,46,9
28605,40 - 45,9,37,10
28605,40 - 45,9,37,9
28605,40 - 45,9,46,10
28605,40 - 45,9,37,4
28605,40 - 45,9,37,2
28605,40 - 45,9,46,1
28605,40 - 45,9,37,1
28605,40 - 45,9,37,1
28605,40 - 45,9,37,1
28605,40 - 45,9,37,4
28605,40 - 45,9,46,1
28605,40 - 45,9,46,1
28605,40 - 45,9,37,3
28605,40 - 45,9,37,2
28605,40 - 45,9,46,2
28605,40 - 45,9,37,1
28605,40 - 45,9,46,1
28605,40 - 45,9,46,1
28605,40 - 45,9,46,1
28605,40 - 45,9,37,2
28605,40 - 45,9,46,1
28605,40 - 45,9,37,2
28605,40 - 45,9,46,4
28605,40 - 45,9,37,5
28605,40 - 45,9,46,2
28605,40 - 45,9,37,4
28605,40 - 45,9,46,2
28605,40 - 45,9,46,2
28605,40 - 45,9,37,3
28605,40 - 45,9,46,1
28605,40 - 45,9,37,1
28605,40 - 45,9,46,1
28605,40 - 45,9,37,4
28605,40 - 45,9,37,1
28605,40 - 45,9,46,1
28605,40 - 45,9,37,1
28605,45 - 50,10,46,3
28605,45 - 50,10,37,13
28605,45 - 50,10,46,5
28605,45 - 50,10,37,2
28605,45 - 50,10,46,1
28605,45 - 50,10,37,1
28605,45 - 50,10,46,3
28605,45 - 50,10,37,1
28605,45 - 50,10,46,2
28605,45 - 50,10,37,3
28605,45 - 50,10,37,5
28605,45 - 50,10,46,7
28605,45 - 50,10,46,3
28605,45 - 50,10,37,3
28605,45 - 50,10,37,1
28605,45 - 50,10,46,2
28605,45 - 50,10,37,2
28605,45 - 50,10,37,7
28605,45 - 50,10,46,3
28605,45 - 50,10,37,3
28605,45 - 50,10,37,3
28605,45 - 50,10,46,3
28605,45 - 50,10,37,2
28605,45 - 50,10,46,1
28605,45 - 50,10,37,1
28605,45 - 50,10,37,3
28605,50 - 55,11,46,6
28605,50 - 55,11,37,4
28605,50 - 55,11,46,2
28605,50 - 55,11,37,2
28605,50 - 55,11,46,6
28605,50 - 55,11,37,3
