28605,0 - 5,1,863,1
28605,0 - 5,1,556,1
28605,0 - 5,1,807,1
28605,0 - 5,1,534,1
28605,0 - 5,1,7669,1
28605,0 - 5,1,1811,2
28605,0 - 5,1,4188,1
28605,0 - 5,1,743,1
28605,0 - 5,1,312,1
28605,0 - 5,1,556,1
28605,0 - 5,1,308,1
28605,0 - 5,1,2431,1
28605,0 - 5,1,863,1
28605,0 - 5,1,4188,3
28605,0 - 5,1,807,1
28605,0 - 5,1,823,2
28605,0 - 5,1,4958,4
28605,0 - 5,1,312,1
28605,0 - 5,1,564,1
28605,0 - 5,1,7669,1
28605,0 - 5,1,743,1
28605,0 - 5,1,9350,3
28605,0 - 5,1,4207,2
28605,0 - 5,1,136,1
28605,0 - 5,1,556,1
28605,0 - 5,1,376,1
28605,0 - 5,1,853,2
28605,0 - 5,1,2431,1
28605,0 - 5,1,9350,1
28605,0 - 5,1,853,1
28605,0 - 5,1,743,1
28605,0 - 5,1,9350,1
28605,0 - 5,1,4207,3
28605,0 - 5,1,136,1
28605,0 - 5,1,743,1
28605,0 - 5,1,4188,2
28605,0 - 5,1,9350,1
28605,0 - 5,1,1858,1
28605,0 - 5,1,556,1
28605,0 - 5,1,743,1
28605,0 - 5,1,1858,3
28605,0 - 5,1,826,1
28605,0 - 5,1,863,1
28605,0 - 5,1,826,1
28605,0 - 5,1,7669,2
28605,0 - 5,1,375,1
28605,0 - 5,1,826,1
28605,0 - 5,1,308,2
28605,0 - 5,1,807,1
28605,0 - 5,1,534,1
28605,0 - 5,1,7669,1
28605,0 - 5,1,807,1
28605,0 - 5,1,4958,2
28605,0 - 5,1,4188,1
28605,0 - 5,1,4207,3
28605,0 - 5,1,9350,2
28605,0 - 5,1,308,1
28605,0 - 5,1,564,1
28605,0 - 5,1,853,4
28605,0 - 5,1,376,4
28605,0 - 5,1,2431,4
28605,0 - 5,1,136,1
28605,0 - 5,1,1811,2
28605,0 - 5,1,2431,2
28605,0 - 5,1,376,2
28605,5 - 10,2,308,2
28605,5 - 10,2,375,1
28605,5 - 10,2,564,1
28605,5 - 10,2,556,1
28605,5 - 10,2,534,1
28605,5 - 10,2,4958,4
28605,5 - 10,2,564,1
28605,5 - 10,2,743,1
28605,5 - 10,2,312,1
28605,5 - 10,2,136,1
28605,5 - 10,2,4207,1
28605,5 - 10,2,4188,1
28605,5 - 10,2,9350,1
28605,5 - 10,2,4207,1
28605,5 - 10,2,376,1
28605,5 - 10,2,9350,1
28605,5 - 10,2,1858,2
28605,5 - 10,2,136,1
28605,5 - 10,2,743,1
28605,5 - 10,2,376,1
28605,5 - 10,2,853,1
28605,5 - 10,2,376,1
28605,5 - 10,2,1858,2
28605,5 - 10,2,7669,1
28605,5 - 10,2,4958,4
28605,5 - 10,2,2431,1
28605,5 - 10,2,823,1
28605,5 - 10,2,308,2
28605,5 - 10,2,556,1
28605,5 - 10,2,4188,1
28605,5 - 10,2,826,1
28605,5 - 10,2,136,1
28605,5 - 10,2,564,2
28605,5 - 10,2,1811,4
28605,5 - 10,2,4188,1
28605,5 - 10,2,853,2
28605,5 - 10,2,4958,2
28605,5 - 10,2,9350,2
28605,5 - 10,2,7669,1
28605,5 - 10,2,376,2
28605,5 - 10,2,4188,1
28605,5 - 10,2,863,2
28605,5 - 10,2,823,1
28605,5 - 10,2,1811,1
28605,5 - 10,2,4958,1
28605,5 - 10,2,2431,1
28605,5 - 10,2,136,1
28605,5 - 10,2,564,1
28605,5 - 10,2,9350,1
28605,5 - 10,2,4207,1
28605,10 - 15,3,564,2
28605,10 - 15,3,9350,2
28605,10 - 15,3,556,2
28605,10 - 15,3,4958,2
28605,10 - 15,3,136,1
28605,10 - 15,3,863,1
28605,10 - 15,3,308,1
28605,10 - 15,3,7669,1
28605,10 - 15,3,823,1
28605,10 - 15,3,9350,1
28605,10 - 15,3,2431,1
28605,10 - 15,3,853,1
28605,10 - 15,3,1811,1
28605,10 - 15,3,375,1
28605,10 - 15,3,807,1
28605,10 - 15,3,2431,1
28605,10 - 15,3,376,1
28605,10 - 15,3,9350,1
28605,10 - 15,3,4958,1
28605,10 - 15,3,4207,1
28605,10 - 15,3,136,3
28605,10 - 15,3,308,1
28605,10 - 15,3,743,2
28605,10 - 15,3,9350,2
28605,10 - 15,3,564,1
28605,10 - 15,3,823,1
28605,10 - 15,3,7669,1
