28605,1,0 - 5,1,5
28605,1,5 - 10,2,10
28605,1,10 - 15,3,15
28605,1,15 - 20,4,20
28605,1,20 - 25,5,25
28605,1,25 - 30,6,30
28605,1,30 - 35,7,35
28605,1,35 - 40,8,40
28605,1,40 - 45,9,45
28605,2,45 - 50,10,50
28605,2,50 - 55,11,55
28605,2,55 - 60,12,60
28605,2,60 - 65,13,65
28605,2,65 - 70,14,70
28605,2,70 - 75,15,75
28605,2,75 - 80,16,80
28605,2,80 - 85,17,85
28605,2,85 - 90,18,90
