season_id	league_id	home_team_id	home_team_name	home_team_url	away_team_id	away_team_name	away_team_url	result	home_goals	away_goals	league_name	game_date	match_url	match_id
2014	8	arsenal	Arsenal	http://www.squawka.com/teams/arsenal/stats	west-bromwich-albion	WBA	http://www.squawka.com/teams/west-bromwich-albion/stats	4 - 1	4	1	Premier League	24th May 2015	http://epl.squawka.com/english-barclays-premier-league/24-05-2015/arsenal-vs-wba/matches	8729
2014	8	aston-villa	A. Villa	http://www.squawka.com/teams/aston-villa/stats	burnley	Burnley	http://www.squawka.com/teams/burnley/stats	0 - 1	0	1	Premier League	24th May 2015	http://epl.squawka.com/english-barclays-premier-league/24-05-2015/avilla-vs-burnley/matches	8730
2014	8	chelsea	Chelsea	http://www.squawka.com/teams/chelsea/stats	sunderland	Sunderland	http://www.squawka.com/teams/sunderland/stats	3 - 1	3	1	Premier League	24th May 2015	http://epl.squawka.com/english-barclays-premier-league/24-05-2015/chelsea-vs-sunderland/matches	8731
2014	8	crystal-palace	C. Palace	http://www.squawka.com/teams/crystal-palace/stats	swansea-city	Swansea	http://www.squawka.com/teams/swansea-city/stats	1 - 0	1	0	Premier League	24th May 2015	http://epl.squawka.com/english-barclays-premier-league/24-05-2015/cpalace-vs-swansea/matches	8732
2014	8	everton	Everton	http://www.squawka.com/teams/everton/stats	tottenham-hotspur	Spurs	http://www.squawka.com/teams/tottenham-hotspur/stats	0 - 1	0	1	Premier League	24th May 2015	http://epl.squawka.com/english-barclays-premier-league/24-05-2015/everton-vs-spurs/matches	8733
2014	8	hull-city	Hull City	http://www.squawka.com/teams/hull-city/stats	manchester-united	Man Utd	http://www.squawka.com/teams/manchester-united/stats	0 - 0	0	0	Premier League	24th May 2015	http://epl.squawka.com/english-barclays-premier-league/24-05-2015/hull-city-vs-man-utd/matches	8734
2014	8	leicester-city	Leicester	http://www.squawka.com/teams/leicester-city/stats	queens-park-rangers	QPR	http://www.squawka.com/teams/queens-park-rangers/stats	5 - 1	5	1	Premier League	24th May 2015	http://epl.squawka.com/english-barclays-premier-league/24-05-2015/leicester-vs-qpr/matches	8735
2014	8	manchester-city	Man City	http://www.squawka.com/teams/manchester-city/stats	southampton	S'hampton	http://www.squawka.com/teams/southampton/stats	2 - 0	2	0	Premier League	24th May 2015	http://epl.squawka.com/english-barclays-premier-league/24-05-2015/man-city-vs-s-hampton/matches	8736
2014	8	newcastle-united	Newcastle	http://www.squawka.com/teams/newcastle-united/stats	west-ham-united	West Ham	http://www.squawka.com/teams/west-ham-united/stats	2 - 0	2	0	Premier League	24th May 2015	http://epl.squawka.com/english-barclays-premier-league/24-05-2015/newcastle-vs-west-ham/matches	8737
2014	8	stoke-city	Stoke	http://www.squawka.com/teams/stoke-city/stats	liverpool	Liverpool	http://www.squawka.com/teams/liverpool/stats	6 - 1	6	1	Premier League	24th May 2015	http://epl.squawka.com/english-barclays-premier-league/24-05-2015/stoke-vs-liverpool/matches	8738
2014	8	arsenal	Arsenal	http://www.squawka.com/teams/arsenal/stats	sunderland	Sunderland	http://www.squawka.com/teams/sunderland/stats	0 - 0	0	0	Premier League	20th May 2015	http://epl.squawka.com/english-barclays-premier-league/20-05-2015/arsenal-vs-sunderland/matches	8679
2014	8	west-bromwich-albion	WBA	http://www.squawka.com/teams/west-bromwich-albion/stats	chelsea	Chelsea	http://www.squawka.com/teams/chelsea/stats	3 - 0	3	0	Premier League	18th May 2015	http://epl.squawka.com/english-barclays-premier-league/18-05-2015/wba-vs-chelsea/matches	8727
2014	8	manchester-united	Man Utd	http://www.squawka.com/teams/manchester-united/stats	arsenal	Arsenal	http://www.squawka.com/teams/arsenal/stats	1 - 1	1	1	Premier League	17th May 2015	http://epl.squawka.com/english-barclays-premier-league/17-05-2015/man-utd-vs-arsenal/matches	8721
2014	8	swansea-city	Swansea	http://www.squawka.com/teams/swansea-city/stats	manchester-city	Man City	http://www.squawka.com/teams/manchester-city/stats	2 - 4	2	4	Premier League	17th May 2015	http://epl.squawka.com/english-barclays-premier-league/17-05-2015/swansea-vs-man-city/matches	8725
2014	8	liverpool	Liverpool	http://www.squawka.com/teams/liverpool/stats	crystal-palace	C. Palace	http://www.squawka.com/teams/crystal-palace/stats	1 - 3	1	3	Premier League	16th May 2015	http://epl.squawka.com/english-barclays-premier-league/16-05-2015/liverpool-vs-cpalace/matches	8720
2014	8	burnley	Burnley	http://www.squawka.com/teams/burnley/stats	stoke-city	Stoke	http://www.squawka.com/teams/stoke-city/stats	0 - 0	0	0	Premier League	16th May 2015	http://epl.squawka.com/english-barclays-premier-league/16-05-2015/burnley-vs-stoke/matches	8719
2014	8	queens-park-rangers	QPR	http://www.squawka.com/teams/queens-park-rangers/stats	newcastle-united	Newcastle	http://www.squawka.com/teams/newcastle-united/stats	2 - 1	2	1	Premier League	16th May 2015	http://epl.squawka.com/english-barclays-premier-league/16-05-2015/qpr-vs-newcastle/matches	8722
2014	8	sunderland	Sunderland	http://www.squawka.com/teams/sunderland/stats	leicester-city	Leicester	http://www.squawka.com/teams/leicester-city/stats	0 - 0	0	0	Premier League	16th May 2015	http://epl.squawka.com/english-barclays-premier-league/16-05-2015/sunderland-vs-leicester/matches	8724
2014	8	tottenham-hotspur	Spurs	http://www.squawka.com/teams/tottenham-hotspur/stats	hull-city	Hull City	http://www.squawka.com/teams/hull-city/stats	2 - 0	2	0	Premier League	16th May 2015	http://epl.squawka.com/english-barclays-premier-league/16-05-2015/spurs-vs-hull-city/matches	8726
2014	8	west-ham-united	West Ham	http://www.squawka.com/teams/west-ham-united/stats	everton	Everton	http://www.squawka.com/teams/everton/stats	1 - 2	1	2	Premier League	16th May 2015	http://epl.squawka.com/english-barclays-premier-league/16-05-2015/west-ham-vs-everton/matches	8728
2014	8	southampton	S'hampton	http://www.squawka.com/teams/southampton/stats	aston-villa	A. Villa	http://www.squawka.com/teams/aston-villa/stats	6 - 1	6	1	Premier League	16th May 2015	http://epl.squawka.com/english-barclays-premier-league/16-05-2015/s-hampton-vs-avilla/matches	8723
2014	8	arsenal	Arsenal	http://www.squawka.com/teams/arsenal/stats	swansea-city	Swansea	http://www.squawka.com/teams/swansea-city/stats	0 - 1	0	1	Premier League	11th May 2015	http://epl.squawka.com/english-barclays-premier-league/11-05-2015/arsenal-vs-swansea/matches	8709
2014	8	chelsea	Chelsea	http://www.squawka.com/teams/chelsea/stats	liverpool	Liverpool	http://www.squawka.com/teams/liverpool/stats	1 - 1	1	1	Premier League	10th May 2015	http://epl.squawka.com/english-barclays-premier-league/10-05-2015/chelsea-vs-liverpool/matches	8711
2014	8	manchester-city	Man City	http://www.squawka.com/teams/manchester-city/stats	queens-park-rangers	QPR	http://www.squawka.com/teams/queens-park-rangers/stats	6 - 0	6	0	Premier League	10th May 2015	http://epl.squawka.com/english-barclays-premier-league/10-05-2015/man-city-vs-qpr/matches	8716
2014	8	crystal-palace	C. Palace	http://www.squawka.com/teams/crystal-palace/stats	manchester-united	Man Utd	http://www.squawka.com/teams/manchester-united/stats	1 - 2	1	2	Premier League	9th May 2015	http://epl.squawka.com/english-barclays-premier-league/09-05-2015/cpalace-vs-man-utd/matches	8712
2014	8	aston-villa	A. Villa	http://www.squawka.com/teams/aston-villa/stats	west-ham-united	West Ham	http://www.squawka.com/teams/west-ham-united/stats	1 - 0	1	0	Premier League	9th May 2015	http://epl.squawka.com/english-barclays-premier-league/09-05-2015/avilla-vs-west-ham/matches	8710
2014	8	hull-city	Hull City	http://www.squawka.com/teams/hull-city/stats	burnley	Burnley	http://www.squawka.com/teams/burnley/stats	0 - 1	0	1	Premier League	9th May 2015	http://epl.squawka.com/english-barclays-premier-league/09-05-2015/hull-city-vs-burnley/matches	8714
