season_id	league_id	home_team_id	home_team_name	home_team_url	away_team_id	away_team_name	away_team_url	result	home_goals	away_goals	league_name	game_date	match_url
2016	24	bastia	Bastia	http://www.squawka.com/teams/bastia/stats	nice	Nice	http://www.squawka.com/teams/nice/stats	1 - 1	1	1	Ligue 1	21st January 2017	http://ligue-1.squawka.com/french-ligue-1/21-01-2017/bastia-vs-nice/matches
2016	24	bordeaux	Bordeaux	http://www.squawka.com/teams/bordeaux/stats	toulouse	Toulouse	http://www.squawka.com/teams/toulouse/stats	1 - 0	1	0	Ligue 1	21st January 2017	http://ligue-1.squawka.com/french-ligue-1/21-01-2017/bordeaux-vs-toulouse/matches
2016	24	dijon	Dijon	http://www.squawka.com/teams/dijon/stats	lille	Lille	http://www.squawka.com/teams/lille/stats	0 - 0	0	0	Ligue 1	21st January 2017	http://ligue-1.squawka.com/french-ligue-1/21-01-2017/dijon-vs-lille/matches
2016	24	guingamp	Guingamp	http://www.squawka.com/teams/guingamp/stats	rennes	Rennes	http://www.squawka.com/teams/rennes/stats	1 - 1	1	1	Ligue 1	21st January 2017	http://ligue-1.squawka.com/french-ligue-1/21-01-2017/guingamp-vs-rennes/matches
2016	24	lyon	Lyon	http://www.squawka.com/teams/lyon/stats	marseille	Marseille	http://www.squawka.com/teams/marseille/stats	3 - 1	3	1	Ligue 1	21st January 2017	http://ligue-1.squawka.com/french-ligue-1/21-01-2017/lyon-vs-marseille/matches
2016	24	metz	Metz	http://www.squawka.com/teams/metz/stats	montpellier	Montpellier	http://www.squawka.com/teams/montpellier/stats	2 - 0	2	0	Ligue 1	21st January 2017	http://ligue-1.squawka.com/french-ligue-1/21-01-2017/metz-vs-montpellier/matches
2016	24	monaco	Monaco	http://www.squawka.com/teams/monaco/stats	lorient	Lorient	http://www.squawka.com/teams/lorient/stats	4 - 0	4	0	Ligue 1	21st January 2017	http://ligue-1.squawka.com/french-ligue-1/21-01-2017/monaco-vs-lorient/matches
2016	24	nantes	Nantes	http://www.squawka.com/teams/nantes/stats	paris-saint-germain	PSG	http://www.squawka.com/teams/paris-saint-germain/stats	0 - 2	0	2	Ligue 1	21st January 2017	http://ligue-1.squawka.com/french-ligue-1/21-01-2017/nantes-vs-psg/matches
2016	24	st-etienne	St Etienne	http://www.squawka.com/teams/st-etienne/stats	angers	Angers	http://www.squawka.com/teams/angers/stats	2 - 1	2	1	Ligue 1	21st January 2017	http://ligue-1.squawka.com/french-ligue-1/21-01-2017/st-etienne-vs-angers/matches
2016	24	angers	Angers	http://www.squawka.com/teams/angers/stats	bordeaux	Bordeaux	http://www.squawka.com/teams/bordeaux/stats	1 - 1	1	1	Ligue 1	14th January 2017	http://ligue-1.squawka.com/french-ligue-1/14-01-2017/angers-vs-bordeaux/matches
2016	24	caen	Caen	http://www.squawka.com/teams/caen/stats	lyon	Lyon	http://www.squawka.com/teams/lyon/stats	3 - 2	3	2	Ligue 1	14th January 2017	http://ligue-1.squawka.com/french-ligue-1/14-01-2017/caen-vs-lyon/matches
2016	24	lille	Lille	http://www.squawka.com/teams/lille/stats	st-etienne	St Etienne	http://www.squawka.com/teams/st-etienne/stats	1 - 1	1	1	Ligue 1	14th January 2017	http://ligue-1.squawka.com/french-ligue-1/14-01-2017/lille-vs-st-etienne/matches
2016	24	lorient	Lorient	http://www.squawka.com/teams/lorient/stats	guingamp	Guingamp	http://www.squawka.com/teams/guingamp/stats	3 - 1	3	1	Ligue 1	14th January 2017	http://ligue-1.squawka.com/french-ligue-1/14-01-2017/lorient-vs-guingamp/matches
2016	24	marseille	Marseille	http://www.squawka.com/teams/marseille/stats	monaco	Monaco	http://www.squawka.com/teams/monaco/stats	1 - 4	1	4	Ligue 1	14th January 2017	http://ligue-1.squawka.com/french-ligue-1/14-01-2017/marseille-vs-monaco/matches
2016	24	montpellier	Montpellier	http://www.squawka.com/teams/montpellier/stats	dijon	Dijon	http://www.squawka.com/teams/dijon/stats	0 - 0	0	0	Ligue 1	14th January 2017	http://ligue-1.squawka.com/french-ligue-1/14-01-2017/montpellier-vs-dijon/matches
2016	24	nancy	Nancy	http://www.squawka.com/teams/nancy/stats	bastia	Bastia	http://www.squawka.com/teams/bastia/stats	1 - 0	1	0	Ligue 1	14th January 2017	http://ligue-1.squawka.com/french-ligue-1/14-01-2017/nancy-vs-bastia/matches
2016	24	nice	Nice	http://www.squawka.com/teams/nice/stats	metz	Metz	http://www.squawka.com/teams/metz/stats	0 - 0	0	0	Ligue 1	14th January 2017	http://ligue-1.squawka.com/french-ligue-1/14-01-2017/nice-vs-metz/matches
2016	24	rennes	Rennes	http://www.squawka.com/teams/rennes/stats	paris-saint-germain	PSG	http://www.squawka.com/teams/paris-saint-germain/stats	0 - 1	0	1	Ligue 1	14th January 2017	http://ligue-1.squawka.com/french-ligue-1/14-01-2017/rennes-vs-psg/matches
2016	24	toulouse	Toulouse	http://www.squawka.com/teams/toulouse/stats	nantes	Nantes	http://www.squawka.com/teams/nantes/stats	0 - 1	0	1	Ligue 1	14th January 2017	http://ligue-1.squawka.com/french-ligue-1/14-01-2017/toulouse-vs-nantes/matches
2016	24	bastia	Bastia	http://www.squawka.com/teams/bastia/stats	marseille	Marseille	http://www.squawka.com/teams/marseille/stats	1 - 2	1	2	Ligue 1	21st December 2016	http://ligue-1.squawka.com/french-ligue-1/21-12-2016/bastia-vs-marseille/matches
2016	24	bordeaux	Bordeaux	http://www.squawka.com/teams/bordeaux/stats	nice	Nice	http://www.squawka.com/teams/nice/stats	0 - 0	0	0	Ligue 1	21st December 2016	http://ligue-1.squawka.com/french-ligue-1/21-12-2016/bordeaux-vs-nice/matches
2016	24	dijon	Dijon	http://www.squawka.com/teams/dijon/stats	toulouse	Toulouse	http://www.squawka.com/teams/toulouse/stats	2 - 0	2	0	Ligue 1	21st December 2016	http://ligue-1.squawka.com/french-ligue-1/21-12-2016/dijon-vs-toulouse/matches
2016	24	lille	Lille	http://www.squawka.com/teams/lille/stats	rennes	Rennes	http://www.squawka.com/teams/rennes/stats	1 - 1	1	1	Ligue 1	21st December 2016	http://ligue-1.squawka.com/french-ligue-1/21-12-2016/lille-vs-rennes/matches
2016	24	lyon	Lyon	http://www.squawka.com/teams/lyon/stats	angers	Angers	http://www.squawka.com/teams/angers/stats	2 - 0	2	0	Ligue 1	21st December 2016	http://ligue-1.squawka.com/french-ligue-1/21-12-2016/lyon-vs-angers/matches
2016	24	metz	Metz	http://www.squawka.com/teams/metz/stats	guingamp	Guingamp	http://www.squawka.com/teams/guingamp/stats	2 - 2	2	2	Ligue 1	21st December 2016	http://ligue-1.squawka.com/french-ligue-1/21-12-2016/metz-vs-guingamp/matches
2016	24	monaco	Monaco	http://www.squawka.com/teams/monaco/stats	caen	Caen	http://www.squawka.com/teams/caen/stats	2 - 1	2	1	Ligue 1	21st December 2016	http://ligue-1.squawka.com/french-ligue-1/21-12-2016/monaco-vs-caen/matches
2016	24	nantes	Nantes	http://www.squawka.com/teams/nantes/stats	montpellier	Montpellier	http://www.squawka.com/teams/montpellier/stats	1 - 0	1	0	Ligue 1	21st December 2016	http://ligue-1.squawka.com/french-ligue-1/21-12-2016/nantes-vs-montpellier/matches
2016	24	paris-saint-germain	PSG	http://www.squawka.com/teams/paris-saint-germain/stats	lorient	Lorient	http://www.squawka.com/teams/lorient/stats	5 - 0	5	0	Ligue 1	21st December 2016	http://ligue-1.squawka.com/french-ligue-1/21-12-2016/psg-vs-lorient/matches
2016	24	st-etienne	St Etienne	http://www.squawka.com/teams/st-etienne/stats	nancy	Nancy	http://www.squawka.com/teams/nancy/stats	0 - 0	0	0	Ligue 1	21st December 2016	http://ligue-1.squawka.com/french-ligue-1/21-12-2016/st-etienne-vs-nancy/matches
